BGC0000300	BGC0000300	0.00455716267089	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000447	BGC0000447.2	0.764265668849	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000307	BGC0000307	0.47274421494	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001346	BGC0001346.3	0.601310483871	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000438	BGC0000438	0.812550637107	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001825	BGC0001825	0.354667949952	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001346	BGC0001346.1	0.601310483871	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001346	BGC0001346.2	0.601310483871	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001469	BGC0001469	0.118467546959	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001614	BGC0001614	0.467552775606	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001561	BGC0001561	0.104379562044	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000447	BGC0000447.1	0.721338738177	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000407	BGC0000407	0.852684144819	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001250	BGC0001250	0.107062780269	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001768	BGC0001768	0.17638791286	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000385	BGC0000385	0.531357882624	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001532	BGC0001532	0.463892709766	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001153	BGC0001153	1.0	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000399	BGC0000399.1	0.849701789264	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001214	BGC0001214.2	0.358021591765	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001214	BGC0001214.4	0.461712277178	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001214	BGC0001214.5	0.358021591765	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000399	BGC0000399.2	0.849701789264	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001371	BGC0001371	0.111962679107	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001214	BGC0001214.6	0.358021591765	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000305	BGC0000305	1.0	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001233	BGC0001233	0.249896136269	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000330	BGC0000330	0.268403171008	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001214	BGC0001214.3	0.461712277178	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000312	BGC0000312	0.419847328244	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001806	BGC0001806	0.843987111527	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000374	BGC0000374.5	0.341605434632	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000323	BGC0000323	0.456905241935	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001214	BGC0001214.1	0.461712277178	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000399	BGC0000399.3	0.7675944334	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000374	BGC0000374.2	0.25315402745	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000374	BGC0000374.3	0.221960349369	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000374	BGC0000374.1	0.284347705532	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001796	BGC0001796	0.376742479824	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000437	BGC0000437	0.0456538170824	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000374	BGC0000374.6	0.284347705532	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001569	BGC0001569	0.406746031746	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001414	BGC0001414	0.33940397351	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
